ListingId	DateTime	URL
119611	2025-04-02T09:34:26.069592+11:00	8-hedley-street-hackett-act-2602
119620	2025-04-02T10:36:08.207388+11:00	29-freda-bennett-circuit-nicholls-act-2913
119662	2025-04-02T15:33:57.825259+11:00	12277-northbourne-avenue-turner-act-2612
119698	2025-04-03T09:02:26.750958+11:00	6-roseworthy-crescent-farrer-act-2607
119746	2025-04-03T14:13:32.163195+11:00	18-worrall-street-holt-act-2615
119760	2025-04-03T15:32:20.494464+11:00	28121-thynne-street-bruce-act-2617
119878	2025-04-06T18:09:13.845755+10:00	20022-marcus-clarke-street-city-act-2601
119941	2025-04-07T19:47:22.386927+10:00	354-1-mouat-street-lyneham-act-2602
119952	2025-04-08T09:29:16.978269+10:00	652-hinder-street-gungahlin-act-2912
120004	2025-04-09T09:21:53.453635+10:00	202-cunningham-street-griffith-act-2603
120007	2025-04-09T09:43:46.114760+10:00	8-jacoby-place-stirling-act-2611
120012	2025-04-09T10:38:43.283023+10:00	9-roope-close-calwell-act-2905
120038	2025-04-09T13:45:59.816830+10:00	5-laffan-street-coombs-act-2611
120044	2025-04-09T14:23:09.805336+10:00	22-yareen-road-cooma-nsw-2630
120045	2025-04-09T14:06:30.319733+10:00	1533-eastlake-parade-kingston-act-2604
120047	2025-04-09T14:55:36.976047+10:00	21-lucy-beeton-crescent-bonner-act-2914
120050	2025-04-09T15:06:20.475244+10:00	4-miago-court-ngunnawal-act-2913
120055	2025-04-09T15:24:50.406259+10:00	2b-mcbride-place-calwell-act-2905
120057	2025-04-09T15:29:21.751205+10:00	328325-anketell-street-greenway-act-2900
120058	2025-04-09T15:30:22.425057+10:00	8535-oakden-street-greenway-act-2900
120072	2025-04-09T17:14:21.837657+10:00	40329-flemington-road-franklin-act-2913
120073	2025-04-09T17:37:23.248499+10:00	94-hardman-street-oconnor-act-2602
120075	2025-04-10T05:53:27.207799+10:00	23-fossey-street-holder-act-2611
120076	2025-04-10T05:53:27.127690+10:00	31-serpentine-street-duffy-act-2611
120077	2025-04-10T05:53:27.032214+10:00	6l-17-the-causeway-kingston-act-2604
120078	2025-04-10T07:44:23.287653+10:00	61-cunningham-street-kingston-act-2604
120079	2025-04-10T08:05:35.185115+10:00	59-ballarat-street-fisher-act-2611
120080	2025-04-10T08:05:35.464538+10:00	90625-edinburgh-avenue-city-act-2601
120082	2025-04-10T08:29:17.609519+10:00	22-shumack-street-weetangera-act-2614-1
120083	2025-04-10T08:27:07.791817+10:00	17-antill-street-downer-act-2602
120084	2025-04-10T08:27:48.713926+10:00	1615-braybrooke-street-bruce-act-2617
120085	2025-04-10T08:27:07.891446+10:00	1106102-swain-street-gungahlin-act-2912
120088	2025-04-10T08:47:47.238208+10:00	24-raiwalla-court-ngunnawal-act-2913
120089	2025-04-10T08:50:55.874523+10:00	3-jess-place-hughes-act-2605
120090	2025-04-10T08:47:18.342864+10:00	3943-ijong-street-braddon-act-2612
120091	2025-04-10T09:20:18.293164+10:00	45-brunswick-circuit-kaleen-act-2617
