id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
25678	rental	Beautiful Furnished Family home. Great Location	Beautiful Furnished Family home. Great Location	2020-04-06T10:18:32.889658+10:00	2021-08-18T15:47:52.528043+10:00	34 Rubbo	WESTON	ACT	2611	149.0661756	-35.3429956	House	1817	Suburban Property Consulting	Lyndon Cox	4	2	4	2.0	850.0
25713	rental	Sophisticated living - Unit 2 5 bedroom | 3 bathroom | 2 cars	$1550 per week	2020-04-06T17:19:20.591116+10:00	2021-04-14T15:03:40.391174+10:00	114 MacArthur Avenue	O'CONNOR	ACT	2602	149.1298073	-35.2605112	Villa	1821	Leader Capital Real Estate	Tony Yip	5	3	2		682.0
26866	rental	Live in the Heart of Kingston	Price per room for one person. Please see description for further info.	2020-04-28T15:51:21.331917+10:00	2021-08-18T16:04:40.653489+10:00	7/43-51 Giles street	KINGSTON	ACT	2604	149.1435743	-35.3143098	Unit	1817	Suburban Property Consulting	Lyndon Cox	2	1	1	0.0	0.0
26877	rental	Gorgeous top floor executive apartment - Two Rooms Available	Price is per room. Please see description for further info.	2020-04-28T16:46:14.770100+10:00	2021-08-18T15:41:07.576555+10:00	124/51 Catalano Street	WRIGHT	ACT	2611	149.0342704	-35.318224	Unit	1817	Suburban Property Consulting	Lyndon Cox	2	1	2	6.0	0.0
26964	rental	Spacious Semi-Furnished 2 bed Apartment in Wayfarer Complex	$600p/w	2020-04-29T17:40:51.035610+10:00	2021-08-18T15:50:36.430398+10:00	1510/120 Eastern Valley Way	BELCONNEN	ACT	2617	149.0735953	-35.240714	Apartment	1702	Above Property Management	Above PM Team	2	2	1	0.0	0.0
26974	rental	Brand-new Belconnen Centre Luxury Apartment with various floorplans	Rent from 400p/w	2020-04-29T19:24:42.052394+10:00	2021-08-18T15:54:13.244585+10:00	DUSK/4 Graziers Lane	BELCONNEN	ACT	2617	149.0669959	-35.238041	Apartment	1702	Above Property Management	Above PM Team	1	1	1	0.0	0.0
27166	rental	Modern lifestyle--One bedroom apartment in Gunghalin centre with Fully furnished	$450 per week	2020-04-30T18:52:46.771975+10:00	2021-08-18T15:56:40.973544+10:00		GUNGAHLIN	ACT	2912	0.0	0.0	Apartment	1960	Capital Partner Real Estate	Lily Liu	1	1	1	0.0	0.0
27200	rental	Lease or buy - Home or Full commerical Office Permitted	Contact Agent	2020-04-30T22:20:24.651749+10:00	2021-08-18T15:50:02.009418+10:00	73/11 Kerridge St	KINGSTON	ACT	2604	149.1498364	-35.3131584	Other	1852	Pavilion Group Australia	KEES	2	2	1	6.0	0.0
27211	rental	Brand New Warehouse - work/Live in option*	Contact Agent	2020-04-30T22:56:17.313276+10:00	2021-08-18T15:55:42.920962+10:00	79 sawmill	HUME	ACT	2620	149.1588462	-35.3971949	Warehouse	1852	Pavilion Group Australia	Boris	0	0	0	0.0	0.0
27439	rental	104/ 20 Allara St, City ACT 2601	$690 per week	2020-05-09T01:25:50.774670+10:00	2021-08-18T15:52:56.923325+10:00	104/20 Allara St	CITY	ACT	2601	149.1333284	-35.2824159	Apartment	1855	H & T Canberra Pty Ltd	Jackie Chen	2	2	1	0.0	0.0
28292	rental	Spacious Top Floor Apartment, Beautiful Views	$477 per week	2020-06-12T13:55:45.561486+10:00	2021-08-18T15:48:42.380036+10:00	268/36 Philip Hodgins	WRIGHT	ACT	2611	149.033711	-35.31791	Apartment	1817	Suburban Property Consulting	Lyndon Cox	2	1	1	6.0	0.0
45304	rental	One Bedroom Available	$180 Per Week	2020-04-23T13:56:06.830079+10:00	2021-10-21T15:01:31.795371+11:00	14A Rudall Street	LATHAM	ACT	2615	149.0365235	-35.2166102	Other	443	LJ Hooker Manuka	Leasing Consultant	1	1	0	0.0	
46162	rental	TRI-LEVEL HOME IN QUIET FANTASTIC LOCATION	$599 - $625 pw	2020-04-06T10:17:53.896546+10:00	2021-09-17T18:01:27.968950+10:00	105 Barnet Close	SWINGER HILL	ACT	2606	149.097514	-35.3527868	Townhouse	443	LJ Hooker Manuka	Leasing Consultant	3	2	2		
49706	rental	CHARMING BRADDON DUPLEX	$430.00 per week	2020-04-15T13:02:17.924264+10:00	2021-11-09T11:01:44.845446+11:00	13A Batman Street	BRADDON	ACT	2612	149.1372656	-35.2772666	DuplexSemi-detached	273	Luton Dickson	Sonya Mobbs	2	1	1	0.0	
