id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
68694	Apartment	2023-01-24	$599,000+	2023-03-01	Undisclosed	2	1	1	6.0		PURNELL	40-109-canberra-avenue-griffith-act-2603
70881	Apartment	2023-01-24	$849,000+	2023-03-03	Undisclosed	3	2	1	3.0		PURNELL	18-47-eyre-street-kingston-act-2604
71927	Townhouse	2023-01-24	$549,000+	2023-02-06	$515,000	2	1	1	5.5		PURNELL	196a-beasley-street-farrer-act-2607
72834	House	2023-01-02	988000	2023-02-02	$988,000	5	4	2		1324.0	Smile Elite	8-bursaria-place-south-bowenfels-nsw-2790
72843	House	2023-01-03	$680,000 - $720,0000	2023-02-13	$685,000	4	2	2		706.0	My Agent Team	14-thomas-mitchell-crescent-sunshine-bay-nsw-2536
72851	House	2023-01-03	New To Market	2023-02-24	$495,000	2	1	2		803.0	Professionals Nowra	33-edwards-avenue-bomaderry-nsw-2541
72859	House	2023-01-03	$1,100,000	2023-03-14	$990,000	3	1	8		25.0	Ray White Goulburn	2042-crookwell-road-goulburn-nsw-2580
72865	House	2023-01-03	$950,000	2023-01-17	$900,000	3	1	2		639.0	Professionals Nowra	24-carlton-crescent-culburra-beach-nsw-2540
72888	Apartment	2023-01-03	By Negotiation	2023-01-20	$470,000	3	2	2	6.0		Impact Properties	106-10-thynne-street-bruce-act-2617
72907	House	2023-01-04	Auction 11th February 10am Onsite	2023-02-11	Undisclosed	5	3	2		2946.0	LJ Hooker Moruya	775-congo-road-congo-nsw-2537
72909	House	2023-01-04	Auction	2023-01-27	$1,300,000	5	2	2	2.5	1123.0	LJ Hooker Tuggeranong	2-akhurst-grove-gordon-act-2906
72951	House	2023-01-05	Auction 04/02/2023	2023-02-04	$680,000	3	1	0	4.5	804.0	Ray White Canberra	149-lawrence-wackett-crescent-theodore-act-2905
72960	House	2023-01-05	$348,000	2023-03-17	Undisclosed	3	2	1		600.7	Macarthur Real Estate Agency	20-menzies-avenue-kooringal-nsw-2650
72965	House	2023-01-05	$635,000+	2023-03-21	Undisclosed	2	2	2	5.5		Ray White Canberra	32-76-stockman-avenue-lawson-act-2617
72966	House	2023-01-05	$847,5000	2023-02-04	$847,500	5	2	4		650.0	MARQ Property	21-koorong-place-queanbeyan-west-nsw-2620
72967	House	2023-01-05	$550,000	2023-03-21	$540,000	3	1	2		752.0	Henley Property - Cooma	4-kanuna-place-cooma-nsw-2630
72973	House	2023-01-05	$985,000	2023-02-08	Undisclosed	4	2	2		1091.0	Ben Bate Real Estate	10-tilba-street-narooma-nsw-2546
72978	House	2023-01-05	Guide $849,000	2023-03-24	$810,000	5	3	2		700.1	Ray White Goulburn	7-7a-quadrant-place-goulburn-nsw-2580
