id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
124068	House	2025-07-01	$295,000	2025-08-04	Undisclosed	2	1	1		106.0	Ray White Wagga Wagga	315-edney-street-kooringal-nsw-2650
124072	Land	2025-07-01	$600,000 - $620,000	2025-09-19	$605,000	0	0	0		612.0	Smile Elite	24-bristlebird-drive-calderwood-nsw-2527
124076	House	2025-07-01	SOLD OFF MARKET	2025-07-01	$690,000	3	2	1		947.0	My Agent Team	66-fauna-avenue-long-beach-nsw-2536
124095	Land	2025-07-01	$560,000	2025-09-05	$560,000	0	0	0	0.0	529.0	Ginninderry	47-bornemissza-crescent-macnamara-act-2615-124095
124096	House	2025-07-01	$1,500,000	2025-08-21	Undisclosed	3	2	2		563.0	Venture Property Specialists	30-haddrill-parade-dalmeny-nsw-2546
124097	House	2025-07-01	Offers Over $800,000	2025-08-22	$840,000	3	2	0	3.0	755.0	Sadil Quinlan	4b-badimara-street-waramanga-act-2611
124116	Unit	2025-07-01	AUCTION GUIDE $350,000	2025-08-08	$365,000	2	1	1			Ray White Goulburn	1233-ottiwell-street-goulburn-nsw-2580
124120	House	2025-07-01	Auction 19/07/2025	2025-07-19	$1,110,000	4	2	3	2.5	1035.0	Ray White Canberra	12-pickles-street-scullin-act-2614
124130	Unit	2025-07-02	Auction	2025-07-17	$565,000	3	2	2	4.5		LJ Hooker Belconnen	60b-9-chandler-street-belconnen-act-2617-124130
124138	Apartment	2025-07-02	$449,000+	2025-09-24	$450,000	1	1	1	5.5		LJ Hooker Woden/Weston	3316-doonkuna-street-braddon-act-2612
124140	House	2025-07-02	Price By Negotiation	2025-08-12	Undisclosed	3	2	1		662.0	Raine & Horne Mollymook Milton	43-camden-street-ulladulla-nsw-2539
124149	House	2025-07-02	$859,000	2025-07-29	Undisclosed	3	2	2	5.5	420.0	LJ Hooker Gungahlin	11-dyindan-street-ngunnawal-act-2913
124159	House	2025-07-02	$1,850,000	2025-07-15	Undisclosed	5	2	10		14.99	Agent Team	133-macdiarmid-road-burra-nsw-2620
