id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
129497	residential	Modern Comfort & Lifestyle Convenience in Griffith	$575,000	2025-10-01T14:20:59.762394+10:00	2025-10-07T20:57:08.595584+11:00	46/74 Leichhardt Street	GRIFFITH	ACT	2603	149.147005	-35.3215591	Apartment	636	Impact Properties	Dylan Wimala	2	1	1	6.0	
129498	residential	Immaculate, Move-In Ready Family Home with Versatile Living Options	AUCTION	2025-10-01T14:17:56.082117+10:00	2025-10-02T16:51:52.752050+10:00	7 Amaroo Place	KARABAR	NSW	2620	149.2216667	-35.3711591	House	34	McIntyre Property	Daryl Gough	5	3	2		767.0
129505	residential	Kaleen Family Living 	Auction 18/10/2025	2025-10-01T14:28:18.790795+10:00	2025-10-07T11:52:17.942904+11:00	25 Kiewa Street	KALEEN	ACT	2617	149.1031653	-35.2169734	House	232	Ray White Canberra	Sebastian Gutierrez and Sophie Spokes	4	4	3	4.0	801.3
129506	residential	Delightful Renovated Home in quiet cul de sac	Auction 25/10/2025	2025-10-01T14:30:21.243682+10:00	2025-10-07T09:12:29.403520+11:00	2 Greenhood Place	O'CONNOR	ACT	2602	149.1159085	-35.2523135	House	232	Ray White Canberra	Maree Van Arkel	4	2	4	2.0	776.0
129508	residential	Elevated and Light Filled on a Huge Block!!	AUCTION	2025-10-01T15:01:42.272568+10:00	2025-10-04T19:31:48.554936+10:00	35 Callister Crescent	THEODORE	ACT	2905	149.1165715	-35.4575855	House	34	McIntyre Property	Betty Wark	3	2	2	2.0	1176.0
129511	residential	THE STORY....	AUCTION 25/10/2025	2025-10-01T15:23:31.735568+10:00	2025-10-07T13:47:06.855175+11:00	7 Reader Court	BANKS	ACT	2906	149.0920665	-35.4725582	House	7152	Jonny Warren Properties	Ben Holder	3	1	2	1.5	390.0
129512	residential	KIRKCONNEL	$1,140,000-$1,169,000	2025-10-01T15:21:18.965693+10:00	2025-10-01T17:02:27.199599+10:00	8 Fifield Lane	YASS	NSW	2582	148.9090563	-34.8453331	House	6670	Yass First National	Deb Johnson	4	2	3		0.0
129523	residential	Your First Home Starts Here - Affordable, Stylish & Ready to Move In!	Auction	2025-10-01T16:00:27.422527+10:00	2025-10-07T09:12:21.754677+11:00	17 Sheehy Street	EVATT	ACT	2617	149.0782139	-35.2049252	House	437	LJ Hooker Belconnen	George Vlandis	3	1	2	1.0	793.0
129530	residential	Conveniently located with good size backyard	$650,000+	2025-10-01T16:46:25.674874+10:00	2025-10-02T12:02:00.784569+10:00	6/37 Wyselaskie Circuit	KAMBAH	ACT	2902	149.0621191	-35.380308	House	435	LJ Hooker Tuggeranong	Andrew Curren	3	1	1	1.0	453.0
129539	residential	Boutique 2 bedroom townhouse in prime Garran location	Offers Over $799,000	2025-10-02T08:37:01.921039+10:00	2025-10-02T13:52:32.361409+10:00	12/10 Robson Street	GARRAN	ACT	2605	149.1037753	-35.3416689	Townhouse	5370	Independent Property Group South	Mark Wolens	2	2	2	4.0	
