ListingId	EventId	StartDateTime	EndDateTime	EventType
181260298	122012900	2023-01-11T09:30:00	2023-01-11T09:45:00	EXHIBITION
181261359	122043433	2023-01-11T09:35:00	2023-01-11T09:50:00	EXHIBITION
181270844	122043449	2023-01-11T10:05:00	2023-01-11T10:20:00	EXHIBITION
181261332	122043786	2023-01-11T10:35:00	2023-01-11T10:50:00	EXHIBITION
181262970	122048018	2023-01-11T11:00:00	2023-01-11T11:15:00	EXHIBITION
181261255	122048779	2023-01-11T11:00:00	2023-01-11T11:15:00	EXHIBITION
181259417	122042262	2023-01-11T11:15:00	2023-01-11T11:30:00	EXHIBITION
181272297	122046153	2023-01-11T11:20:00	2023-01-11T11:35:00	EXHIBITION
181261721	122028279	2023-01-11T11:50:00	2023-01-11T12:10:00	EXHIBITION
181267101	122042146	2023-01-11T11:50:00	2023-01-11T12:05:00	EXHIBITION
181263901	122046948	2023-01-11T12:00:00	2023-01-11T12:15:00	EXHIBITION
181267158	122042263	2023-01-11T12:05:00	2023-01-11T12:20:00	EXHIBITION
181261680	122000288	2023-01-11T12:15:00	2023-01-11T12:30:00	EXHIBITION
181271117	122048305	2023-01-11T12:25:00	2023-01-11T12:45:00	EXHIBITION
181261722	122045240	2023-01-11T12:30:00	2023-01-11T12:45:00	EXHIBITION
181266573	122047424	2023-01-11T12:35:00	2023-01-11T12:50:00	EXHIBITION
181271864	122046303	2023-01-11T12:45:00	2023-01-11T13:00:00	EXHIBITION
181264200	122026068	2023-01-11T12:55:00	2023-01-11T13:15:00	EXHIBITION
181246874	122032607	2023-01-11T13:00:00	2023-01-11T13:15:00	EXHIBITION
181264625	122035195	2023-01-11T13:00:00	2023-01-11T13:15:00	EXHIBITION
181254772	122042106	2023-01-11T13:00:00	2023-01-11T13:15:00	EXHIBITION
181274906	122053120	2023-01-11T13:00:00	2023-01-11T13:15:00	EXHIBITION
181269443	122043861	2023-01-11T13:20:00	2023-01-11T13:35:00	EXHIBITION
181266966	122043772	2023-01-11T13:40:00	2023-01-11T13:55:00	EXHIBITION
181259832	122050245	2023-01-11T14:30:00	2023-01-11T14:45:00	EXHIBITION
181266812	122043855	2023-01-11T14:35:00	2023-01-11T14:50:00	EXHIBITION
181268184	122034440	2023-01-11T14:40:00	2023-01-11T14:55:00	EXHIBITION
181267232	122042257	2023-01-11T14:45:00	2023-01-11T15:00:00	EXHIBITION
181264654	122041597	2023-01-11T15:15:00	2023-01-11T15:30:00	EXHIBITION
181264216	122028276	2023-01-11T15:30:00	2023-01-11T15:45:00	EXHIBITION
181263244	122044559	2023-01-11T15:50:00	2023-01-11T16:05:00	EXHIBITION
181269468	122037248	2023-01-11T16:15:00	2023-01-11T16:30:00	EXHIBITION
181258394	122043821	2023-01-11T16:25:00	2023-01-11T16:40:00	EXHIBITION
181246203	122023737	2023-01-11T16:30:00	2023-01-11T16:45:00	EXHIBITION
181269506	122037053	2023-01-11T16:30:00	2023-01-11T16:45:00	EXHIBITION
181256558	122038660	2023-01-11T16:30:00	2023-01-11T16:45:00	EXHIBITION
181261673	122008985	2023-01-11T16:45:00	2023-01-11T17:00:00	EXHIBITION
181260012	122022362	2023-01-11T16:45:00	2023-01-11T17:00:00	EXHIBITION
181258810	122026212	2023-01-11T16:45:00	2023-01-11T17:00:00	EXHIBITION
181267120	122035921	2023-01-11T16:45:00	2023-01-11T17:00:00	EXHIBITION
181268741	122040915	2023-01-11T16:45:00	2023-01-11T17:00:00	EXHIBITION
181258796	121984304	2023-01-11T17:00:00	2023-01-11T17:15:00	EXHIBITION
180913490	122024307	2023-01-11T17:00:00	2023-01-11T17:15:00	EXHIBITION
181258495	122032479	2023-01-11T17:00:00	2023-01-11T17:20:00	EXHIBITION
181269537	122037083	2023-01-11T17:00:00	2023-01-11T17:15:00	EXHIBITION
181263761	122041756	2023-01-11T17:00:00	2023-01-11T17:20:00	EXHIBITION
181261665	122049839	2023-01-11T17:00:00	2023-01-11T17:30:00	EXHIBITION
181233110	121927136	2023-01-11T17:15:00	2023-01-11T17:45:00	EXHIBITION
181253526	121987494	2023-01-11T17:15:00	2023-01-11T17:30:00	EXHIBITION
181261363	122009235	2023-01-11T17:15:00	2023-01-11T17:30:00	EXHIBITION
181262408	122017764	2023-01-11T17:15:00	2023-01-11T17:30:00	EXHIBITION
181266791	122026307	2023-01-11T17:15:00	2023-01-11T17:30:00	EXHIBITION
181264200	122026069	2023-01-11T17:25:00	2023-01-11T17:45:00	EXHIBITION
181265636	122024437	2023-01-11T17:30:00	2023-01-11T17:45:00	EXHIBITION
181246205	122046472	2023-01-11T17:30:00	2023-01-11T18:00:00	EXHIBITION
181271117	122048304	2023-01-11T17:55:00	2023-01-11T18:15:00	EXHIBITION
181255046	122042747	2023-01-11T18:00:00	2023-01-11T18:15:00	EXHIBITION
181272238	122051007	2023-01-12T11:00:00	2023-01-12T11:15:00	EXHIBITION
181262092	122051124	2023-01-12T12:25:00	2023-01-12T12:40:00	EXHIBITION
181241089	121950326	2023-01-12T12:30:00	2023-01-12T13:00:00	EXHIBITION
181270929	122042899	2023-01-12T12:30:00	2023-01-12T13:00:00	EXHIBITION
181266681	122050075	2023-01-12T12:45:00	2023-01-12T13:00:00	EXHIBITION
181265342	122051401	2023-01-12T13:00:00	2023-01-12T13:15:00	EXHIBITION
181266977	122042371	2023-01-12T13:15:00	2023-01-12T13:30:00	EXHIBITION
181260010	122043279	2023-01-12T13:55:00	2023-01-12T14:10:00	EXHIBITION
181260668	122019227	2023-01-12T14:00:00	2023-01-12T14:15:00	EXHIBITION
181261396	122041680	2023-01-12T14:25:00	2023-01-12T14:40:00	EXHIBITION
181247242	122047222	2023-01-12T15:30:00	2023-01-12T15:45:00	EXHIBITION
181271246	122042853	2023-01-12T15:45:00	2023-01-12T16:00:00	EXHIBITION
181261137	122046186	2023-01-12T15:50:00	2023-01-12T16:05:00	EXHIBITION
181258746	121923464	2023-01-12T16:00:00	2023-01-12T16:15:00	EXHIBITION
