id	type	ListingDate	PriceLabel	SoldDate	SoldPrice	Beds	Baths	Cars	EER	PlotSize	Agency.Name	Slug
129440	House	2025-10-01	$660,000 - $690,000	2025-10-17	Undisclosed	3	1	2		556.0	dwell Realty	68-waratah-crescent-sanctuary-point-nsw-2540
129442	Townhouse	2025-10-01	Auction	2025-10-25	$1,300,000	3	2	2	6.00		Luton Manuka	13350-ellenborough-street-lyneham-act-2602
129454	House	2025-10-01	Auction	2025-10-25	$1,099,000	3	2	2	1.00	821.0	LJ Hooker Belconnen	5-henry-street-cook-act-2614
129481	House	2025-10-01	Contact Agent	2025-10-28	$1,100,000	4	2	2		742.0	Smile Elite	280-south-head-road-moruya-heads-nsw-2537
129487	House	2025-10-01	Auction 25/10/2025	2025-10-25	Undisclosed	3	1	1	0.50	728.0	LJ Hooker Dickson	21-agnew-street-ainslie-act-2602
129488	House	2025-10-01	$1,075,000	2025-10-24	$1,050,000	4	2	2		1382.0	Whale Coast Realty	11-eucalyptus-drive-dalmeny-nsw-2546
129489	House	2025-10-01	$948,000 Price Guide	2025-10-17	$1,095,000	3	1	1		454.0	Smile Elite	18-chausson-place-cranebrook-nsw-2749
129492	House	2025-10-01	Auction	2025-10-25	$750,000	3	1	2	1.00	1104.0	LJ Hooker Belconnen	2-cory-place-charnwood-act-2615
129501	DuplexSemi-detached	2025-10-01	$699,000	2025-10-28	$700,000	3	2	1			Raine & Horne Goulburn	20b-matchless-avenue-goulburn-nsw-2580-129501
129505	House	2025-10-01	Auction 18/10/2025	2025-10-18	Undisclosed	4	4	3	4.0	801.3	Ray White Canberra	25-kiewa-street-kaleen-act-2617
129506	House	2025-10-01	Auction 25/10/2025	2025-10-17	$1,875,000	4	2	4	2.0	776.0	Ray White Canberra	2-greenhood-place-oconnor-act-2602
129508	House	2025-10-01	AUCTION	2025-10-16	$900,000	3	2	2	2.0	1176.0	McIntyre Property	35-callister-crescent-theodore-act-2905
129511	House	2025-10-01	SOLD PRIOR TO AUCTION FOR $715,000!!!	2025-10-17	$715,000	3	1	2	1.5	390.0	Jonny Warren Properties	7-reader-court-banks-act-2906
129523	House	2025-10-01	Auction	2025-10-25	$830,000	3	1	2	1.00	793.0	LJ Hooker Belconnen	17-sheehy-street-evatt-act-2617
129527	House	2025-10-01	$988,000	2025-10-15	$1,202,000	3	1	2		890.0	Smile Elite	2-moss-glen-cranebrook-nsw-2749
129529	House	2025-10-01	$1,150,000 - $1,250,000	2025-10-23	$1,200,000	3	2	6		2.4	My Agent Team	234-old-mossy-point-road-jeremadra-nsw-2536
129538	House	2025-10-02	$950,000 - $1,000,000	2025-10-17	$960,000	3	2	1		631.0	My Agent Team	10-griffiths-run-broulee-nsw-2537-129538
129544	Townhouse	2025-10-02	$647,000	2025-10-24	$647,000	2	2	2	6.00		Suburbia Real Estate	34-lampard-circuit-bruce-act-2617
129547	House	2025-10-02	Auction 25/10/2025	2025-10-25	$1,100,000	4	2	2	2.50	881.0	Ray White Canberra	1-garrett-place-mckellar-act-2617
129575	House	2025-10-02	Auction	2025-10-11	$1,250,000	4	2	2	5.5	904.0	Momentum Property	3-ruwoldt-place-kambah-act-2902
129577	House	2025-10-02	Auction	2025-10-18	Undisclosed	5	4	2	5.0	965.0	Momentum Property	4-raoul-place-lyons-act-2606
129578	House	2025-10-02	$810,000	2025-10-28	$810,000	4	2	2		784.0	Macarthur Real Estate Agency	46-yarrawah-crescent-bourkelands-nsw-2650
129596	House	2025-10-02	Auction	2025-10-04	Undisclosed	5	2	3	3.0		Momentum Property	2-wayal-place-giralang-act-2617-1
129597	Other	2025-10-02	Auction	2025-10-25	Undisclosed	3	2	7		13.98	Momentum Property	47-watson-place-carwoola-nsw-2620
129618	Apartment	2025-10-02	$389,000	2025-10-16	Undisclosed	1	1	1	6.0		Momentum Property	38136-thynne-street-bruce-act-2617
129620	House	2025-10-02	Auction	2025-10-11	$1,550,000	5	3	3	3.5		Momentum Property	11-priestley-place-florey-act-2615
129622	Apartment	2025-10-02	$749000	2025-10-13	Undisclosed	2	2	2	6.0		Momentum Property	2444-macquarie-street-barton-act-2600
129639	Townhouse	2025-10-02	Auction	2025-10-17	Undisclosed	4	3	4	5.5		Momentum Property	55-forbes-street-turner-act-2612
129655	House	2025-10-02	Auction	2025-10-11	Undisclosed	4	2	2	5.0	450.0	Momentum Property	61-zanci-street-crace-act-2911
129663	House	2025-10-02	$1,000,000	2025-10-14	Undisclosed	4	2	2	4.5	527.0	Momentum Property	19-olary-street-amaroo-act-2914
129693	House	2025-10-02	$1,197,000	2025-10-25	$1,197,000	4	2	2	1.00	778.0	home.by holly	32-blair-street-watson-act-2602
129712	House	2025-10-02	Auction	2025-10-05	Undisclosed	4	2	1	4.0	725.0	Momentum Property	32-balfour-crescent-wanniassa-act-2903
129716	Apartment	2025-10-02	$729,000+	2025-10-23	Undisclosed	2	2	2	6.00		Momentum Property	1920-eyre-street-kingston-act-2604
129718	Townhouse	2025-10-02	Auction	2025-10-09	Undisclosed	3	2	2	1.5	486.0	Momentum Property	831-foxall-street-holder-act-2611
129719	House	2025-10-02	Auction	2025-10-25	Undisclosed	4	1	2	1.00	758.0	Momentum Property	65-pandanus-street-fisher-act-2611
129723	House	2025-10-02	Auction	2025-10-25	Undisclosed	4	4	3	6.00		Momentum Property	4-pooley-street-forde-act-2914
129726	House	2025-10-02	Auction	2025-10-25	Undisclosed	4	3	2	5.00	314.0	Momentum Property	5-parilla-street-crace-act-2911
129727	House	2025-10-02	Auction	2025-10-16	Undisclosed	4	2	2	5.5	525.0	Momentum Property	71-bernard-heinze-avenue-moncrieff-act-2914
129728	House	2025-10-02	$900,000	2025-10-10	$900,000	2	1	1	2.0		home.by holly	43-wybalena-grove-cook-act-2614
129734	House	2025-10-02	Sold at Auction for a Record Price by Irving	2025-10-26	$1,500,000	4	2	2		290.0	Smile Elite	42-somerset-street-stanhope-gardens-nsw-2768
129740	House	2025-10-02	Auction 25/10/2025	2025-10-25	Undisclosed	4	2	2	0.00	1509.0	Ray White Canberra	23-wakelin-circuit-weston-act-2611
129750	House	2025-10-02	$1,190,000	2025-10-10	$1,190,000	4	2	2	5.5		home.by holly	4-boot-place-charnwood-act-2615
129764	House	2025-10-02	Sold Off Market	2025-10-02	$520,000	3	1	2		760.0	Macarthur Real Estate Agency	27-bandera-avenue-glenfield-park-nsw-2650
129771	AcreageSemi-rural	2025-10-02	$750,000	2025-10-24	$802,999	4	2	3		17.9	Belle Property Snowy Mountains	3455-shannons-flat-road-cooma-nsw-2630-129771
129772	House	2025-10-02	$685,000	2025-10-27	$711,000	3	2	2		351.4	Kitson Property	230-muttama-parade-gobbagombalin-nsw-2650
129798	House	2025-10-03	$1,250,000	2025-10-24	$1,210,000	4	2	2		1022.0	Dwyer Properties Sapphire Coast	136-mirador-drive-mirador-nsw-2548
129801	House	2025-10-03	Auction 25/10/2025	2025-10-10	$835,000	3	1	1	0.5	785.0	Ray White Canberra	27-macnaughton-street-holt-act-2615
129803	House	2025-10-03	Auction	2025-10-25	Undisclosed	4	2	2	3.50	832.0	LJ Hooker Dickson	15-wellington-street-ngunnawal-act-2913
129806	House	2025-10-03	Auction on site 10am Saturday 25th October	2025-10-25	$1,175,000	4	2	2	0.00		Bertram Ellis	26-doyle-terrace-chapman-act-2611
129809	Townhouse	2025-10-03	$530,000 - $550,000	2025-10-10	$545,000	3	1	2			My Agent Team	14-6-crag-road-batehaven-nsw-2536
129837	Land	2025-10-03	$423,900	2025-10-03	$423,900	0	0	0		1500.0	Macarthur Real Estate Agency	lot-236-coachwood-drive-lake-albert-nsw-2650-129837
129856	Townhouse	2025-10-04	$875,000	2025-10-27	$860,000	3	2	2		1522.0	Ray White Batemans Bay	332-train-street-broulee-nsw-2537
129869	House	2025-10-07	$390,000	2025-10-03	$390,000	3	1	2		633.5	Flemings Property Services	15-hay-street-cootamundra-nsw-2590
129920	House	2025-10-07	Price Guide $895,000	2025-10-17	$890,000	3	1	2		668.0	Ray White Bowral	12-roe-street-moss-vale-nsw-2577
129928	House	2025-10-08	$368,000	2025-10-07	$368,000	3	1	2		834.0	Flemings Property Services	1-elizabeth-street-cootamundra-nsw-2590
129954	House	2025-10-08	Auction 01/11/2025	2025-10-28	Undisclosed	3	1	2	0.50	698.0	Ray White Canberra	10-stapylton-street-holder-act-2611
129967	House	2025-10-08	Sold Prior to Auction	2025-10-14	Undisclosed	4	2	2	5.0	476.0	Independent Property Group South	16b-petre-place-scullin-act-2614
