id	type	DescriptionTitle	PriceLabel	ListingDate	ReListingDate	Address	Suburb	State	PostCode	Property.lat	Property.lon	PropertyType	Agency.Id	Agency.Name	Agent.Name	Beds	Baths	Cars	EER	PlotSize
134809	residential	Two-Bedroom Plus Study Apartment	$615,000	2026-01-02T09:42:40.379435+11:00	2026-01-07T12:20:15.414908+11:00	305/15 Summerfield Close	DENMAN PROSPECT	ACT	2611	149.0329046	-35.2999947	Apartment	2207	Zango Private Listers	Sophie Cassar	2	1	1	6.00	0.0
134835	residential	Move-In Ready: Stylishly Renovated Family Home	$695,000	2026-01-05T09:25:50.701648+11:00	2026-01-05T12:47:42.916991+11:00	7 Giwang Street	COOMA	NSW	2630	149.1271619	-36.2182336	House	6393	Belle Property Snowy Mountains	Kelly Bertossi	4	1	3		916.0
134843	residential	Ideal First Home or Investment 	$460,000+	2026-01-05T10:53:28.987527+11:00	2026-01-09T11:18:12.073569+11:00	324/43 Arthur Blakeley Way	COOMBS	ACT	2611	149.0361078	-35.3160552	Apartment	232	Ray White Canberra	Kaine Walters	2	1	2	6.00	
134847	residential	midnight.energy	$690,000 +	2026-01-05T11:43:55.805568+11:00	2026-01-08T15:23:04.400540+11:00	816/1 Elouera Street	BRADDON	ACT	2612	149.1308509	-35.2728901	Apartment	618	home.by holly	Holly Komorowski	2	2	2	5.50	
134859	residential	Endless potential in a prime location	Contact Agent	2026-01-05T12:20:07.068753+11:00	2026-01-05T15:42:09.733026+11:00	44 Bligh Street	COOMA	NSW	2630	149.1246492	-36.2464185	House	6393	Belle Property Snowy Mountains	Amanda Anderson	4	2	3		2630.0
134871	residential	Unlock the Potential - A Renovator's Opportunity with Room to Grow	$380,000	2026-01-05T14:28:23.465927+11:00	2026-01-06T11:06:57.374606+11:00	10 Buchan Parade	COOMA	NSW	2630	149.1210059	-36.2427222	House	6393	Belle Property Snowy Mountains	Kelly Bertossi	3	1	0		582.0
134884	residential	Outstanding Single Level	$549,000	2026-01-05T15:36:44.130854+11:00	2026-01-06T15:07:51.380279+11:00	8/6 High Street	QUEANBEYAN	NSW	2620	149.2431029	-35.3483935	Apartment	624	Ian McNamee & Partners - Queanbeyan	Darren Bennett	2	2	2		
134916	residential	Calling all First Home Buyers and Investors!	$700,000+	2026-01-06T10:51:45.519722+11:00	2026-01-06T12:17:33.110062+11:00	75 Jim Pike Avenue	GORDON	ACT	2906	149.0777881	-35.4588699	Townhouse	34	McIntyre Property	Colin McIntyre	3	1	2	2.00	0.0
134925	residential	'Aye, Calypso, I sing to your spirit... '	$649,000	2026-01-06T11:44:21.696219+11:00	2026-01-06T12:27:14.220987+11:00	A103/330 Northbourne Avenue, Dickson	DICKSON	ACT	2602	149.133424	-35.2552647	Apartment	233	LJ Hooker Gungahlin	Jeff Shortland	2	2	1	6.00	
134936	residential	serene and sophisticated	$485,000 +	2026-01-06T13:45:17.408131+11:00	2026-01-08T12:02:24.531977+11:00	9/1 Mouat Street	LYNEHAM	ACT	2602	149.1324874	-35.248256	Apartment	618	home.by holly	Holly Komorowski	1	1	1	4.50	
